"","dir","region","text","discRole","evBasis","antPres","antText","antEmbed","antMod","antNeg","antSubj","emb","embTense","embSubj","comText","comMod","comNeg","comSubj","subjPred","subjPredType","ovExp","ovExpExp","ovExpInt","target","fullText","Speaker","F0","Start","End","Duration"
"44","Popcast2",14,"yeah",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","NA: In my heart and in the New York Times. The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m fine with them. 
JC1: I- {LG} <<yeah>> 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: Yeah, more than once. 
JC1: Everybody I know at the show had a great time. 
JC2: I 

","JC1",134.0788234,173.16,173.46,300
"45","Popcast2",15,"yeah","Phatic","1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","NA: In my heart and in the New York Times. The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m fine with them. 
JC1: I- {LG} Yeah! 
JC2: <<yeah>> You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: Yeah, more than once. 
JC1: Everybody I know at the show had a great time. 
JC2: I think, 

","JC2",180.6906871,173.46,173.69,230
"46","Popcast2",16,"yeah","ContentAgreement","1stPerson","Present",NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","NA: The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m fine with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: <<yeah>> yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: Yeah, more than once. 
JC1: Everybody I know at the show had a great time. 
JC2: I think, you know when I see- 
JC1: The shows? 

","JC1",135.3895681,175.46,175.75,290
"47","Popcast2",17,"yeah","ContentAgreement","1stPerson","Present",NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","NA: The look that Caryn is giving me right now. Caryn! Are you not on the Gecs train yet? 
CG: No! I’m fine with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, <<yeah>> 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: Yeah, more than once. 
JC1: Everybody I know at the show had a great time. 
JC2: I think, you know when I see- 
JC1: The shows? 

","JC1",113.8090992,175.75,175.95,200
"48","Popcast2",18,"yeah","Answer","1stPerson","Present",NA,FALSE,"None",FALSE,TRUE,NA,NA,NA,NA,NA,FALSE,NA,"great","PPT",NA,NA,NA,"yeah","CG: fine with them. 
JC1: I- {LG} Yeah! 
JC2: Yeah! You either hate it or- or- 
JC1: yeah, yeah! 
- JC2: or you’re a thousand Gecs up. 
JC1: yeah- 
JC2: You gotta go to the show. 
JC1: Joe [[did we have a great time at the show?]] 
JC2: <<yeah>> more than once. 
JC1: Everybody I know at the show had a great time. 
JC2: I think, you know when I see- 
JC1: The shows? 
JC2: -people that we know, some people in this building tweeting their [[Anti-Gecs]] feelings. 

","JC2",266.4074285,180.86,181.18,320
"49","Popcast2",19,"no","ContentDisagreement","1stPerson","Present",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,"PPT",NA,NA,NA,"no","JC2: building tweeting their [[Anti-Gecs]] feelings. If you haven't been in a room with other people [[pogoing]], then I just don't think you’re really equipped- 
JC1: First of all <<no>> no, first of all, I don't need to be in a room to know. I know. Number two! I have those people muted [[so]]... {LG} who can even -- who can even say who those people are. But yes! There 

","JC1",NA,198.9,199,100
"50","Popcast2",20,"no","ContentDisagreement","1stPerson","Present",NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","JC2: tweeting their [[Anti-Gecs]] feelings. If you haven't been in a room with other people [[pogoing]], then I just don't think you’re really equipped- 
JC1: First of all -- no <<no>> first of all, I don't need to be in a room to know. I know. Number two! I have those people muted [[so]]... {LG} who can even -- who can even say who those people are. But yes! There is some 

","JC1",NA,199.1,199.489,389
"51","Popcast2",21,"yes",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"yes","JC1: all -- no no, first of all, I don't need to be in a room to know. I know. Number two! I have those people muted [[so]]... {LG} who can even -- who can even say who those people are. But <<yes>> There is some very visceral and physical about that experience and also kinda- lawless, I don't know if it's too strong a word but certainly we went to the NYU 

","JC1",148.8537317,208.63,208.89,260
"52","Popcast2",22,"right","ContentAgreement","1stPerson","Present",NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,"right","JC1: was lawless in the sense that the ceiling below the floor was crumbling. 
JC2: As the show was happening. {BR} 
JC1: And also lawless in the sense that I'm not convinced that they know how to put on a show. 
JC2: <<right>> [] {LG} They got- better in between that and- that was what? Their second ever [[show]]. 
JC1: Yes! But like not much. 
JC2: Yeah not that much. 
JC1: Yeah not much! and o- bu- that-that's kinda fun. Look! 

","JC2",97.68624211,230.83,230.99,160
"53","Popcast2",23,"yes",NA,"1stPerson","Present",NA,NA,"None",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","JC2: show was happening. {BR} 
JC1: And also lawless in the sense that I'm not convinced that they know how to put on a show. 
JC2: Right?! [] {LG} They got- better in between that and- that was what? Their second ever [[show]]. 
JC1: <<yes>> But like not much. 
JC2: Yeah not that much. 
JC1: Yeah not much! and o- bu- that-that's kinda fun. Look! I feel like pop has become very stitched tight whether it's 

","JC1",NA,235.65,235.68,30
"54","Popcast2",24,"yeah","ContentAgreement","1stPerson","Present",NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yeah","JC1: lawless in the sense that I'm not convinced that they know how to put on a show. 
JC2: Right?! [] {LG} They got- better in between that and- that was what? Their second ever [[show]]. 
JC1: Yes! But like not much. 
JC2: <<yeah>> not that much. 
JC1: Yeah not much! and o- bu- that-that's kinda fun. Look! I feel like pop has become very stitched tight whether it's [[Post-Drake pop]] or... Taylor 

","JC2",NA,237.079,237.148,69
"55","Popcast2",25,"yeah","ContentAgreement","1stPerson","Present",NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yeah","JC1: lawless in the sense that I'm not convinced that they know how to put on a show. 
JC2: Right?! [] {LG} They got- better in between that and- that was what? Their second ever [[show]]. 
JC1: Yes! But like not much. 
JC2: Yeah not that much. 
JC1: <<yeah>> not much! and o- bu- that-that's kinda fun. Look! I feel like pop has become very stitched tight whether it's [[Post-Drake pop]] or... Taylor or... 

","JC1",288.0280446,237.42,237.649,229
"56","Popcast2",26,"yeah",NA,"1stPerson","Present",NA,NA,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: sensibilities kinda core doing something that is so like- basically like shards, shards of things. And that's I- I- I have found it really gratifying this year and, J P! 
JP: <<yeah>> I know, it was on both of our lists! I know, I was gonna say, this is the 
CG: overlap. 
JC1: I got in your he- -- I got in your head! Not quite! {LG} I love it! 
JC2: I love it! {LG} What do you like about it J P? 
JP: The 

","JP",119.7245179,275.03,275.09,60
"57","Popcast3",1,"well","Well","Other",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"well","JC1: stuck with me in some way, I'll just put on a Word document — singles, albums, whatever. And I'll start to loosely order them, very casually; just sort of be like, <<well>> this is in group one, this in group two, and I just kept putting things below -- {LG} 
CG: They won by default. {LG} 
JC1: Yeah, I just -- but 

","JC1",109.3439623,23.03,23.13,100
"58","Popcast3",2,"yeah","ContentAgreement","1stPerson","Present","they won by default",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: very casually; just sort of be like, well this is in group one, this in group two, and I just kept putting things below -- {LG} 
CG: They won by default. {LG} 
JC1: <<yeah>> I just -- but I kept putting things below it and I could not find a thing to go above it. Now -- now that we are two weeks out from when the lists were put together, 

","JC1",178.6975046,31.38964325,32.1321159,742.472656
"59","Popcast3",3,"sure",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"sure","JC1: -- now that we are two weeks out from when the lists were put together, like do I look at my list and think, 'Maybe on a different day, it's NBA YoungBoy; maybe on a different day, it's Bad Bunny?' <<sure>> but I also think Hundred Gecs surprised me, refreshed me, was such a jolt this year, that -- the jolt of it being number one 

","JC1",157.5066013,48.68747343,49.17,482.5265713
"60","Popcast3",4,"no","Answer","1stPerson","Present","do you think that the only irony functioning in this system is potentially ironic rap",FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","JC2: times, it feels like they're doing ironic rap. 
JC1: Do you think that the only irony functioning in this system is potentially ironic rap? 
JC2: <<no>> 
JC1: Right — so you think ironic rap amidst other ironic things. 
JC2: Yeah, but that's the one that would potentially make me uncomfortable if I saw it in a different 

","JC2",88.10384601,85.84942772,86.249,399.5722793
"61","Popcast3",5,"right",NA,"1stPerson",NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JC2: they're doing ironic rap. 
JC1: Do you think that the only irony functioning in this system is potentially ironic rap? 
JC2: No. 
JC1: <<right>> — so you think ironic rap amidst other ironic things. 
JC2: Yeah, but that's the one that would potentially make me uncomfortable if I saw it in a different context; I think ultimately 

","JC1",148.7895971,86.889,87.25188911,362.8891109
"62","Popcast3",6,"yeah","ContentAgreement","1stPerson","Present",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: irony functioning in this system is potentially ironic rap? 
JC2: No. 
JC1: Right — so you think ironic rap amidst other ironic things. 
JC2: <<yeah>> but that's the one that would potentially make me uncomfortable if I saw it in a different context; I think ultimately they stay on the right side of it and they clearly love the music 

","JC2",199.5287677,91.08,91.399,319
"63","Popcast3",7,"right","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JC1: ironic rap amidst other ironic things. 
JC2: Yeah, but that's the one that would potentially make me uncomfortable if I saw it in a different context; I think ultimately they stay on the <<right>> side of it and they clearly love the music that they're referencing and ultimately the joke is on them if anyone, but there's a little of that, is 

","JC2",105.4051205,98.36,98.55517978,195.1797754
"64","Popcast3",8,NA,NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"sure","JC1: that was so off that it derailed the other nine hundred ninety nine, but I didn't find it disruptive. Rappers do ironic rapping. 
JC2: I mean, that's for <<sure>> 
JC1: Yeah, so 
JC2: But you know, people have mentioned, say a group like Salem, with reference to One Hundred Gecs, and I never liked Salem. 
JC1: First of all, who was -- who was it who tweeted 

","JC2",NA,143.279,143.569,290
"65","Popcast3",9,"yeah",NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: so off that it derailed the other nine hundred ninety nine, but I didn't find it disruptive. Rappers do ironic rapping. 
JC2: I mean, that's for sure. 
JC1: <<yeah>> so 
JC2: But you know, people have mentioned, say a group like Salem, with reference to One Hundred Gecs, and I never liked Salem. 
JC1: First of all, who was -- who was it who tweeted 

","JC1",105.9905457,143.59,143.96,370
"66","Popcast3",10,"yeah",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC2: liked Salem. 
JC1: First of all, who was -- who was it who tweeted that the people who like Hundred Gecs now are likely to feel the same way about One Hundred Gecs as the people who liked Salem back then 
JC2: <<yeah>> maybe Willy Staley; if not, Willy was involved in the conversation, and Jeremy Gordon — you know, the Twitter people. 
JC1: Sure, now, I liked Salem, and still mostly like Salem. 
JC2: Okay, see, Salem 

","JC2",120.2479835,160.7400985,160.9181513,178.0527954
"67","Popcast3",11,"sure","ContentAgreement","1stPerson","Present",NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"sure","JC1: Gecs now are likely to feel the same way about One Hundred Gecs as the people who liked Salem back then 
JC2: Yeah, maybe Willy Staley; if not, Willy was involved in the conversation, and Jeremy Gordon — you know, the Twitter people. 
JC1: <<sure>> now, I liked Salem, and still mostly like Salem. 
JC2: Okay, see, Salem always 
JC1: rubbed you wrong 
JC2: got on the wrong side of the line for me because of the vocal manipulations and the 

","JC1",198.9887678,166.7045431,167.29,585.4568583
"68","Popcast3",12,"okay",NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC1: Salem back then 
JC2: Yeah, maybe Willy Staley; if not, Willy was involved in the conversation, and Jeremy Gordon — you know, the Twitter people. 
JC1: Sure, now, I liked Salem, and still mostly like Salem. 
JC2: <<okay>> see, Salem always 
JC1: rubbed you wrong 
JC2: got on the wrong side of the line for me because of the vocal manipulations and the weird three six fetishism. 
JC1: That's interesting; I mean, the dirt-baggery 

","JC2",NA,170.63,170.93,300
"69","Popcast3",13,"wrong","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wrong","JC2: Willy was involved in the conversation, and Jeremy Gordon — you know, the Twitter people. 
JC1: Sure, now, I liked Salem, and still mostly like Salem. 
JC2: Okay, see, Salem always 
JC1: rubbed you <<wrong>> 
JC2: got on the wrong side of the line for me because of the vocal manipulations and the weird three six fetishism. 
JC1: That's interesting; I mean, the dirt-baggery of Salem, I think 
JC2: is real 
JC1: is 

","JC2",97.57165598,172.9159354,173.2502005,334.265133
"70","Popcast3",14,"wrong","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wrong","JC2: involved in the conversation, and Jeremy Gordon — you know, the Twitter people. 
JC1: Sure, now, I liked Salem, and still mostly like Salem. 
JC2: Okay, see, Salem always 
JC1: rubbed you wrong 
JC2: got on the <<wrong>> side of the line for me because of the vocal manipulations and the weird three six fetishism. 
JC1: That's interesting; I mean, the dirt-baggery of Salem, I think 
JC2: is real 
JC1: is 

","JC1",97.51999311,172.92,173.26,340
"71","Popcast3",15,NA,NA,"1stPerson",NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"interesting","JC1: like Salem. 
JC2: Okay, see, Salem always 
JC1: rubbed you wrong 
JC2: got on the wrong side of the line for me because of the vocal manipulations and the weird three six fetishism. 
JC1: That's <<interesting>> I mean, the dirt-baggery of Salem, I think 
JC2: is real 
JC1: is honest {LG}. I do think the dirt-baggery is honest. And in a strange way, look, I don't know those guys, I don't know 

","JC1",NA,179.8742967,180.249,374.7033106
"72","Popcast3",16,"sure","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"sure","JC1: honest {LG}. I do think the dirt-baggery is honest. And in a strange way, look, I don't know those guys, I don't know of people who know them 
JC2: {LG} Thank god. {LG} 
JC1: But I'm <<sure>> there are many personal reasons why that group did not survive past its initial flame up. But I also think like the, it's hard to replicate the pure 

","JC1",172.704231,193.59,193.75,160
"73","Popcast3",17,"sure",NA,"1stPerson","Present",NA,NA,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"sure","JC1: group did not survive past its initial flame up. But I also think like the, it's hard to replicate the pure dirt-baggery of your dirtbag days 
JC2: <<sure>> 
JC1: you know? And I don't know what the grand scaled version of Salem sounds like. Oh, I do — Billie Eilish. Oh, 
CG: wow. 
JC2: {LG} Okay, there we go. 

","JC2",NA,205.96,206.27,310
"74","Popcast3",18,"oh","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JC1: also think like the, it's hard to replicate the pure dirt-baggery of your dirtbag days 
JC2: Sure. 
JC1: you know? And I don't know what the grand scaled version of Salem sounds like. <<oh>> I do — Billie Eilish. Oh, 
CG: wow. 
JC2: {LG} Okay, there we go. 
JC1: {LG} Which house pop cast TK-? 
JC2: Moving on. 
CG: I was gonna say, oh 
JP: But okay, the 

","JC1",138.89393,211.03,211.19,160
"75","Popcast3",19,"oh",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JC1: the pure dirt-baggery of your dirtbag days 
JC2: Sure. 
JC1: you know? And I don't know what the grand scaled version of Salem sounds like. Oh, I do — Billie Eilish. <<oh>> 
CG: wow. 
JC2: {LG} Okay, there we go. 
JC1: {LG} Which house pop cast TK-? 
JC2: Moving on. 
CG: I was gonna say, oh 
JP: But okay, the -- but are you going to listen to the 

","JC2",151.1031583,214.4217057,214.5884852,166.7795305
"76","Popcast3",20,"wow",NA,"1stPerson",NA,NA,FALSE,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wow","JC1: pure dirt-baggery of your dirtbag days 
JC2: Sure. 
JC1: you know? And I don't know what the grand scaled version of Salem sounds like. Oh, I do — Billie Eilish. Oh, 
CG: <<wow>> 
JC2: {LG} Okay, there we go. 
JC1: {LG} Which house pop cast TK-? 
JC2: Moving on. 
CG: I was gonna say, oh 
JP: But okay, the -- but are you going to listen to the 

","CG",172.3311202,215.1810486,215.5035891,322.5404808
"77","Popcast3",21,"okay",NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC1: dirt-baggery of your dirtbag days 
JC2: Sure. 
JC1: you know? And I don't know what the grand scaled version of Salem sounds like. Oh, I do — Billie Eilish. Oh, 
CG: wow. 
JC2: {LG} <<okay>> there we go. 
JC1: {LG} Which house pop cast TK-? 
JC2: Moving on. 
CG: I was gonna say, oh 
JP: But okay, the -- but are you going to listen to the second One Hundred 

","JC2",157.1170497,213.6264248,214.306,679.5751832
"78","Popcast3",22,"oh",NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JC1: like. Oh, I do — Billie Eilish. Oh, 
CG: wow. 
JC2: {LG} Okay, there we go. 
JC1: {LG} Which house pop cast TK-? 
JC2: Moving on. 
CG: I was gonna say, <<oh>> 
JP: But okay, the -- but are you going to listen to the second One Hundred Gecs album? 
JC1: First of all, I -- if they never made an album again, I'd be fine with that. But, yes. 

","CG",202.5817841,220.51,220.52,10
"79","Popcast3",23,"okay",NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC1: like. Oh, I do — Billie Eilish. Oh, 
CG: wow. 
JC2: {LG} Okay, there we go. 
JC1: {LG} Which house pop cast TK-? 
JC2: Moving on. 
CG: I was gonna say, oh 
JP: But <<okay>> the -- but are you going to listen to the second One Hundred Gecs album? 
JC1: First of all, I -- if they never made an album again, I'd be fine with that. But, yes. 

","JP",235.3596618,220.6438619,221.042458,398.5960838
"80","Popcast3",24,"fine","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"fine","JC2: on. 
CG: I was gonna say, oh 
JP: But okay, the -- but are you going to listen to the second One Hundred Gecs album? 
JC1: First of all, I -- if they never made an album again, I'd be <<fine>> with that. But, yes. It'll be intriguing to see how they turn the songs into, I assume, radio-focused songs, 

","JC1",NA,228.69,228.91,220
"81","Popcast3",25,"yes",NA,"1stPerson",NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","CG: oh 
JP: But okay, the -- but are you going to listen to the second One Hundred Gecs album? 
JC1: First of all, I -- if they never made an album again, I'd be fine with that. But, <<yes>> It'll be intriguing to see how they turn the songs into, I assume, radio-focused songs, if they 
JC2: You think that's next? 
JC1: I do. 

","JC1",NA,230.15,230.7320286,582.0286086
"82","Popcast3",26,NA,NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"true","JC1: turn the songs into, I assume, radio-focused songs, if they 
JC2: You think that's next? 
JC1: I do. 
JC2: There was certainly some label people standing on the back wall at Elsewhere. 
JC1: That's <<true>> I was right there between the {LG} all of us right at the back wall, having a blast. 
CG: I'm curious about another album that was on both of your lists, 

","JC1",156.5047272,244.2306727,244.5,269.3272659
"83","Popcast3",27,"right","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JC1: songs into, I assume, radio-focused songs, if they 
JC2: You think that's next? 
JC1: I do. 
JC2: There was certainly some label people standing on the back wall at Elsewhere. 
JC1: That's true, I was <<right>> there between the {LG} all of us right at the back wall, having a blast. 
CG: I'm curious about another album that was on both of your lists, 

","JC1",NA,245.09,245.35,260
"84","Popcast3",28,"right","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JC2: You think that's next? 
JC1: I do. 
JC2: There was certainly some label people standing on the back wall at Elsewhere. 
JC1: That's true, I was right there between the {LG} all of us <<right>> at the back wall, having a blast. 
CG: I'm curious about another album that was on both of your lists, because there weren't that many. 
JC1: Just two, correct? 
CG: Yeah, that one and Lana Del Ray. 

","JC1",87.51084968,249.139,249.339,200
"85","Popcast3",29,NA,NA,"OwnKnowledge",NA,NA,FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: {LG} all of us right at the back wall, having a blast. 
CG: I'm curious about another album that was on both of your lists, because there weren't that many. 
JC1: Just two, correct? 
CG: <<yeah>> that one and Lana Del Ray. 
JC1: Yes, Lana Del Ray. 
JC2: I mean, p- insane of the popcast this year. 
JP: {LG} 
CG: Yeah, truly. 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did 

","CG",203.8748431,257.47,257.69,220
"86","Popcast3",30,"yes",NA,"1stPerson",NA,NA,NA,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC1: wall, having a blast. 
CG: I'm curious about another album that was on both of your lists, because there weren't that many. 
JC1: Just two, correct? 
CG: Yeah, that one and Lana Del Ray. 
JC1: <<yes>> Lana Del Ray. 
JC2: I mean, p- insane of the popcast this year. 
JP: {LG} 
CG: Yeah, truly. 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: Fair, 

","JC1",NA,259.82,260.5868096,766.8095549
"87","Popcast3",31,"yeah",NA,"1stPerson",NA,NA,NA,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","CG: your lists, because there weren't that many. 
JC1: Just two, correct? 
CG: Yeah, that one and Lana Del Ray. 
JC1: Yes, Lana Del Ray. 
JC2: I mean, p- insane of the popcast this year. 
JP: {LG} 
CG: <<yeah>> truly. 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: Fair, fair. J P, best Lana album? 

","CG",266.426754,264.349,264.6490318,300.0318372
"88","Popcast3",32,"truly",NA,"1stPerson",NA,NA,NA,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"truly","CG: lists, because there weren't that many. 
JC1: Just two, correct? 
CG: Yeah, that one and Lana Del Ray. 
JC1: Yes, Lana Del Ray. 
JC2: I mean, p- insane of the popcast this year. 
JP: {LG} 
CG: Yeah, <<truly>> 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: Fair, fair. J P, best Lana album? 
JP: I'm not sure, 

","CG",209.2371894,264.86,265.2,340
"89","Popcast3",33,"fair","ContentAgreement","1stPerson","Present",NA,NA,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"fair","JC1: Yes, Lana Del Ray. 
JC2: I mean, p- insane of the popcast this year. 
JP: {LG} 
CG: Yeah, truly. 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: <<fair>> fair. J P, best Lana album? 
JP: I'm not sure, because I like a lot of them 
JC1: Ultraviolence, yeah. 
JP: Ultraviolence; I like the album with the strings, which is, 

","JC1",90.81391979,269.969,270.5224274,553.4274344
"90","Popcast3",34,"fair","ContentAgreement","1stPerson","Present","we did all the popcasts about lana basically",FALSE,"None",FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"fair","JC1: Lana Del Ray. 
JC2: I mean, p- insane of the popcast this year. 
JP: {LG} 
CG: Yeah, truly. 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: Fair, <<fair>> J P, best Lana album? 
JP: I'm not sure, because I like a lot of them 
JC1: Ultraviolence, yeah. 
JP: Ultraviolence; I like the album with the strings, which is, I would bear 

","JC1",119.7298021,270.75,271.28,530
"91","Popcast3",35,NA,NA,"1stPerson",NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"sure","CG: truly. 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: Fair, fair. J P, best Lana album? 
JP: I'm not <<sure>> because I like a lot of them 
JC1: Ultraviolence, yeah. 
JP: Ultraviolence; I like the album with the strings, which is, I would bear within the k-- album that came out this year. So, I don't know about her best, definitely 

","JP",253.7613245,274.91,275.21,300
