"dir","region","annotator","text","discRole","evBasis","antPres","antText","antEmbed","antMod","antNeg","antSubj","emb","embTense","embSubj","comText","comMod","comNeg","comSubj","subjPred","subjPredType","ovExp","ovExpExp","ovExpInt","target","fullText","Speaker","F0","Start","End","Duration"
"Popcast3",18,"annSP","oh","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JC1: also think like the, it's hard to replicate the pure dirt-baggery of your dirtbag days 
JC2: Sure. 
JC1: you know? And I don't know what the grand scaled version of Salem sounds like. <<oh>> I do — Billie Eilish. Oh, 
CG: wow. 
JC2: {LG} Okay, there we go. 
JC1: {LG} Which house pop cast TK-? 
JC2: Moving on. 
CG: I was gonna say, oh 
JP: But okay, the 

","JC1",138.89393,211.03,211.19,160
"Popcast3",30,"annSP","yes","BehaviorAgreement",NA,NA,"yeah that one and lana del ray",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC1: wall, having a blast. 
CG: I'm curious about another album that was on both of your lists, because there weren't that many. 
JC1: Just two, correct? 
CG: Yeah, that one and Lana Del Ray. 
JC1: <<yes>> Lana Del Ray. 
JC2: I mean, p- insane of the popcast this year. 
JP: {LG} 
CG: Yeah, truly. 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: Fair, 

","JC1",NA,259.82,260.5868096,766.8095549
"Popcast3",24,"annSP","fine","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"fine","JC2: on. 
CG: I was gonna say, oh 
JP: But okay, the -- but are you going to listen to the second One Hundred Gecs album? 
JC1: First of all, I -- if they never made an album again, I'd be <<fine>> with that. But, yes. It'll be intriguing to see how they turn the songs into, I assume, radio-focused songs, 

","JC1",NA,228.69,228.91,220
"Popcast3",32,"annSP","truly","BehaviorAgreement",NA,NA,"i mean p insane of the popcast this year",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"truly","CG: lists, because there weren't that many. 
JC1: Just two, correct? 
CG: Yeah, that one and Lana Del Ray. 
JC1: Yes, Lana Del Ray. 
JC2: I mean, p- insane of the popcast this year. 
JP: {LG} 
CG: Yeah, <<truly>> 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: Fair, fair. J P, best Lana album? 
JP: I'm not sure, 

","CG",209.2371894,264.86,265.2,340
"Popcast3",26,"annSP","that's true","ContentAgreement","1stPerson","Present","there was certainly some label people standing on the back wall at elsewhere",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"true","JC1: turn the songs into, I assume, radio-focused songs, if they 
JC2: You think that's next? 
JC1: I do. 
JC2: There was certainly some label people standing on the back wall at Elsewhere. 
JC1: That's <<true>> I was right there between the {LG} all of us right at the back wall, having a blast. 
CG: I'm curious about another album that was on both of your lists, 

","JC1",156.5047272,244.2306727,244.5,269.3272659
"Popcast3",27,"annSP","right","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"right","JC1: songs into, I assume, radio-focused songs, if they 
JC2: You think that's next? 
JC1: I do. 
JC2: There was certainly some label people standing on the back wall at Elsewhere. 
JC1: That's true, I was <<right>> there between the {LG} all of us right at the back wall, having a blast. 
CG: I'm curious about another album that was on both of your lists, 

","JC1",NA,245.09,245.35,260
"Popcast3",33,"annSP","fair","ContentAgreement","1stPerson","Present","we did all the popcasts about lana basically",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"fair","JC1: Yes, Lana Del Ray. 
JC2: I mean, p- insane of the popcast this year. 
JP: {LG} 
CG: Yeah, truly. 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: <<fair>> fair. J P, best Lana album? 
JP: I'm not sure, because I like a lot of them 
JC1: Ultraviolence, yeah. 
JP: Ultraviolence; I like the album with the strings, which is, 

","JC1",90.81391979,269.969,270.5224274,553.4274344
"Popcast3",37,"annSP","yeah","ContentAgreement","1stPerson","Present","focused",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: Ultraviolence, yeah. 
JP: Ultraviolence; I like the album with the strings, which is, I would bear within the k-- album that came out this year. So, I don't know about her best, definitely up there. 
JC2: Focused. 
JP: <<yeah>> that's -- that's the thing, it's so high concept. The hip-hop affectations that were in a lot of the others felt like 'I'm adding this because it's contemporary' 
JC2: Which we talked about a little bit on our GRAMMYs 

","JP",222.4927345,287.26,287.53,270
"Popcast3",23,"annSP","okay","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC1: like. Oh, I do — Billie Eilish. Oh, 
CG: wow. 
JC2: {LG} Okay, there we go. 
JC1: {LG} Which house pop cast TK-? 
JC2: Moving on. 
CG: I was gonna say, oh 
JP: But <<okay>> the -- but are you going to listen to the second One Hundred Gecs album? 
JC1: First of all, I -- if they never made an album again, I'd be fine with that. But, yes. 

","JP",235.3596618,220.6438619,221.042458,398.5960838
"Popcast3",22,"annSP","oh","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JC1: like. Oh, I do — Billie Eilish. Oh, 
CG: wow. 
JC2: {LG} Okay, there we go. 
JC1: {LG} Which house pop cast TK-? 
JC2: Moving on. 
CG: I was gonna say, <<oh>> 
JP: But okay, the -- but are you going to listen to the second One Hundred Gecs album? 
JC1: First of all, I -- if they never made an album again, I'd be fine with that. But, yes. 

","CG",202.5817841,220.51,220.52,10
"Popcast3",36,"annSP","yeah","BehaviorAgreement","1stPerson","Present",NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC2: all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: Fair, fair. J P, best Lana album? 
JP: I'm not sure, because I like a lot of them 
JC1: Ultraviolence, <<yeah>> 
JP: Ultraviolence; I like the album with the strings, which is, I would bear within the k-- album that came out this year. So, I don't know about her best, definitely up there. 
JC2: Focused. 
JP: Yeah, that's -- that's the thing, 

","JC1",NA,276.9277096,277.33,402.2903949
"Popcast3",8,"annSP","sure","ContentAgreement","1stPerson","Present","rappers do ironic rapping",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"sure","JC1: that was so off that it derailed the other nine hundred ninety nine, but I didn't find it disruptive. Rappers do ironic rapping. 
JC2: I mean, that's for <<sure>> 
JC1: Yeah, so 
JC2: But you know, people have mentioned, say a group like Salem, with reference to One Hundred Gecs, and I never liked Salem. 
JC1: First of all, who was -- who was it who tweeted 

","JC2",NA,143.279,143.569,290
"Popcast3",20,"annSP","wow","ContentSurprise",NA,NA,"oh i do — billie eilish",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wow","JC1: pure dirt-baggery of your dirtbag days 
JC2: Sure. 
JC1: you know? And I don't know what the grand scaled version of Salem sounds like. Oh, I do — Billie Eilish. Oh, 
CG: <<wow>> 
JC2: {LG} Okay, there we go. 
JC1: {LG} Which house pop cast TK-? 
JC2: Moving on. 
CG: I was gonna say, oh 
JP: But okay, the -- but are you going to listen to the 

","CG",172.3311202,215.1810486,215.5035891,322.5404808
"Popcast3",34,"annSP","fair","ContentAgreement","1stPerson","Present","we did all the popcasts about lana basically",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"fair","JC1: Lana Del Ray. 
JC2: I mean, p- insane of the popcast this year. 
JP: {LG} 
CG: Yeah, truly. 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: Fair, <<fair>> J P, best Lana album? 
JP: I'm not sure, because I like a lot of them 
JC1: Ultraviolence, yeah. 
JP: Ultraviolence; I like the album with the strings, which is, I would bear 

","JC1",119.7298021,270.75,271.28,530
"Popcast3",35,"annSP","i'm not sure","Answer","1stPerson","Present","j p best lana album",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"sure","CG: truly. 
JC1: And yet, we never did a lot of Popcasts. 
JC2: We did all the Popcasts about Lana, basically. 
CG: {LG} 
JC1: Fair, fair. J P, best Lana album? 
JP: I'm not <<sure>> because I like a lot of them 
JC1: Ultraviolence, yeah. 
JP: Ultraviolence; I like the album with the strings, which is, I would bear within the k-- album that came out this year. So, I don't know about her best, definitely 

","JP",253.7613245,274.91,275.21,300
"Popcast3",21,"annSP","okay","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC1: dirt-baggery of your dirtbag days 
JC2: Sure. 
JC1: you know? And I don't know what the grand scaled version of Salem sounds like. Oh, I do — Billie Eilish. Oh, 
CG: wow. 
JC2: {LG} <<okay>> there we go. 
JC1: {LG} Which house pop cast TK-? 
JC2: Moving on. 
CG: I was gonna say, oh 
JP: But okay, the -- but are you going to listen to the second One Hundred 

","JC2",157.1170497,213.6264248,214.306,679.5751832
"Popcast3",9,"annSP","yeah",NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: so off that it derailed the other nine hundred ninety nine, but I didn't find it disruptive. Rappers do ironic rapping. 
JC2: I mean, that's for sure. 
JC1: <<yeah>> so 
JC2: But you know, people have mentioned, say a group like Salem, with reference to One Hundred Gecs, and I never liked Salem. 
JC1: First of all, who was -- who was it who tweeted 

","JC1",105.9905457,143.59,143.96,370
"Popcast3",40,"annSP","yeah","Phatic","1stPerson","Present",NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JP: high concept. The hip-hop affectations that were in a lot of the others felt like 'I'm adding this because it's contemporary' 
JC2: Which we talked about a little bit on our GRAMMYs popcast. 
JC1: Yeah, sure. 
JP: <<yeah>> and this time it's not there, not distracting you. Also, she just had more time to think about everything, and the songs are really melodically solid. 
JC1: Better songwriting. 

","JP",207.612301,298.1120551,298.4904501,378.3949577
"Popcast4",67,"annSP","no","Answer",NA,NA,"wait don't we want to talk about um",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","CG: year conversation was going to land. 
JC2: {LG} And yet. 
CG: Yes. Just wanted to point that out. 
JC2: Always keeping you on your toes. 
CG: Maybe we should start talking about the best songs of the year lists. 
JC1: Wait, don't we want to talk about, um- 
CG: <<no>> we're not going to talk about the end of your list {LG} , where it's -- where it becomes flawed. 
JC1: Where? Which- 
JC2: Oh, come on. We've gotta- 
JC1: wait, which- 
JC2: Caryn's trying to yada, yada, some of your real 

","CG",185.6048089,1023.235,1023.625,390
"Popcast4",67,"annSP","no","Answer",NA,NA,"maybe we should start talking about the best songs of the year lists",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","CG: year conversation was going to land. 
JC2: {LG} And yet. 
CG: Yes. Just wanted to point that out. 
JC2: Always keeping you on your toes. 
CG: Maybe we should start talking about the best songs of the year lists. 
JC1: Wait, don't we want to talk about, um- 
CG: <<no>> we're not going to talk about the end of your list {LG} , where it's -- where it becomes flawed. 
JC1: Where? Which- 
JC2: Oh, come on. We've gotta- 
JC1: wait, which- 
JC2: Caryn's trying to yada, yada, some of your real 

","CG",185.6048089,1023.235,1023.625,390
"Popcast4",73,"annSP","yeah","BehaviorAgreement","1stPerson","Present","list is very diverse as always you have {ni} ii lana we talked about michael kiwanuka's album and black midi at number nine",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC2: list is very diverse as always. You have {NI}, II, Lana, we talked about, Michael Kiwanuka's album, and Black Midi at number nine. 
JP: Oh <<yeah>> Black Mitty, my- 
CG: That was a surprise. 
JP: That was my music geek choice. 
JC2: And that was the one album on your list I think that nobody wrote about. 
JP: I had one playlist for a song- 
JC2: Okay. 
JP: -and probably should have written about 

","JP",174.7644282,1094.209,1094.379,170
"Popcast4",72,"annSP","oh","ContentSurprise","1stPerson","Present","your list is very diverse as always you have {ni} ii lana we talked about michael kiwanuka's album and black midi at number nine",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"oh","JC2: your list is very diverse as always. You have {NI}, II, Lana, we talked about, Michael Kiwanuka's album, and Black Midi at number nine. 
JP: <<oh>> yeah, Black Mitty, my- 
CG: That was a surprise. 
JP: That was my music geek choice. 
JC2: And that was the one album on your list I think that nobody wrote about. 
JP: I had one playlist for a song- 
JC2: Okay. 
JP: -and probably should have written about 

","JP",191.3835847,1094.09,1094.209,119
"Popcast4",66,"annSP","wait","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wait","CG: this as where our 2019 albums of the year conversation was going to land. 
JC2: {LG} And yet. 
CG: Yes. Just wanted to point that out. 
JC2: Always keeping you on your toes. 
CG: Maybe we should start talking about the best songs of the year lists. 
JC1: <<wait>> don't we want to talk about, um- 
CG: No, we're not going to talk about the end of your list {LG} , where it's -- where it becomes flawed. 
JC1: Where? Which- 
JC2: Oh, come on. We've gotta- 
JC1: wait, which- 
JC2: Caryn's trying to yada, 

","JC1",246.0703102,1021.194,1021.395,201
"Popcast4",70,"annSP","fine","Answer","1stPerson","Present","let's go through j p's",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"fine","JC2: come on. We've gotta- 
JC1: wait, which- 
JC2: Caryn's trying to yada, yada, some of your real choices. 
JP: {NI} and Beautiful things. 
JC1: Say it. Say your -- say names. 
JC2: Let's go through J P's. 
CG: {LG} 
JC1: <<fine>> J P first, save me for after, it's fine. 
JC2: J P, let's jump back into your list. Number five, you have Eli. Tell us about that album. 
JP: She's the younger sister 

","JC1",164.0024418,1038.815,1039.024,209
"Popcast4",64,"annSP","yeah","Phatic","1stPerson","Present","he knows what he has  he knows what he has",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","CG: problem? 
JC2: Happens to the best of us. 
JC1: He knows what he has -- he knows what he has. I don't know why you looked at me when you said that. {LG} <<yeah>> Charlie Puth became sentient and that's a problem. 
JP: So when Kim Petras becomes sentient, she's done? 
JC1: Here's the thing, Charlie Puth largely does his own songwriting, his own production, I mean, he works 

","JC1",202.1090111,969.445,969.615,170
"Popcast4",58,"annSP","okay","Answer","1stPerson","Present","no no i meant in the room",FALSE,"None",TRUE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC1: are far more advanced or fully formed than Carly Rae Jepsen. 
CG: I think we all feel that way. 
JC1: And, uh no -- many people on Twitter- {LG} 
CG: No, no, I meant in the room. 
JC1: Oh <<okay>> I was like, I can identify hundreds of them who don't feel that way, but only a hundred. Ooh, Joe said that, hit him, don't hit me. 
JP: I -- I just want to say, this is someone who also stands 

","JC1",214.8573234,892.24,892.349,109
"Popcast4",59,"annSP","yeah","Answer","1stPerson","Present","i  i just want to say this is someone who also stands for charlie puth",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: them who don't feel that way, but only a hundred. Ooh, Joe said that, hit him, don't hit me. 
JP: I -- I just want to say, this is someone who also stands for Charlie Puth. 
CG: <<yeah>> 
JC2: {LG} Jon Caramanica- 
JC1: First of all, great American songwriter and producer Charlie Puth. And I'm enough -- here's the thing, I'm a reasonable enough person to identify that the Charlie Puth 

","CG",152.147737,904.2972805,905.2556817,958.4011702
"Popcast4",65,"annSP","yes","Answer","1stPerson","Present","i did not see this as where our 2019 albums of the year conversation was going to land",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC1: sturdy enough to sustain, even if she does become more self aware. Tough to say. 
CG: I did not see this as where our 2019 albums of the year conversation was going to land. 
JC2: {LG} And yet. 
CG: <<yes>> Just wanted to point that out. 
JC2: Always keeping you on your toes. 
CG: Maybe we should start talking about the best songs of the year lists. 
JC1: Wait, don't we want to talk about, um- 
CG: No, we're not going to talk about the end of your list 

","CG",NA,1015.669569,1016.103845,434.2755302
"Popcast4",71,"annSP","it's fine",NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"fine","JC2: yada, yada, some of your real choices. 
JP: {NI} and Beautiful things. 
JC1: Say it. Say your -- say names. 
JC2: Let's go through J P's. 
CG: {LG} 
JC1: Fine. J P first, save me for after, it's <<fine>> 
JC2: J P, let's jump back into your list. Number five, you have Eli. Tell us about that album. 
JP: She's the younger sister of the {NI} brothers. 

","JC1",NA,1041.139,1041.53,391
"Popcast4",49,"annSP","no","ContentDisagreement","Other","Quoted",NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","JC1: of came back to it a few months later because I had the same kind of skepticism of like, 'did I go maybe a little too hard for this record?' And like, when I was putting this list together, I listened to it again. And I was like, <<no>> this -- I feel like these songs are solid. Now, the thing that's made me not solid that maybe is tough in the big picture is I don't think she has like a world-class voice 

","JC1",154.9071548,824.12,824.33,210
"Popcast4",75,"annSP","no","ContentDisagreement","1stPerson","Present","they're just like a regular band like they're not like a nine piece or something",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","JP: jazz rock. It is still a guitar band, but it's going in all these wacky directions. 
JC1: They're just like a regular band, like they're not like a nine piece or something? 
JP: <<no>> no, they're not like a nine piece. {LG} They just didn't- 
JC2: Know Bon Iver. That's a nine piece. 
JC1: Yeah, yeah. 
JP: So they're like a standard rock band lineup doing every genre you can think of, live, 

","JP",200.3480133,1120.85612,1120.995,138.8796549
"Popcast4",61,"annSP","yeah","ContentAgreement","1stPerson","Present","first of all maybe some of y'all need to get on steven puth that's all i'm saying",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: subsequent to the post to the last album have not been as strong. 
CG: He's kicking dirt on Puth. 
JC1: First of all, maybe some of y'all need to get on Steven Puth. That's all I'm saying. 
JC2: {LG} 
CG: I was waiting when that was happen- 
JC1: <<yeah>> Some of y'all need to get on that. Um, yeah, the -- the -- the subsequent Puth stuff has not been as good. 
JC2: He's not on your list this year. 
JC1: None of those singles were on my list. There was a loucheness, and I think 

","JC1",141.6341124,931.4233586,931.5611288,137.7701682
"Popcast4",60,"annSP","wow","ContentSurprise","1stPerson","Present","here's the thing i'm a reasonable enough person to identify that the charlie puth peak has already passed",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wow","JC1: American songwriter and producer Charlie Puth. And I'm enough -- here's the thing, I'm a reasonable enough person to identify that the Charlie Puth peak has already passed. 
JC2: {LG} 
CG: <<wow>> 
JC1: The songs- 
JC2: {LG} So you're burying Charlie Puth? 
JC1: -the songs that have come out subsequent to the post to the last album have not been as strong. 
CG: He's kicking dirt on Puth. 
JC1: First of all, maybe 

","CG",197.0014798,916.55,917.13,580
"Popcast4",74,"annSP","okay","Answer","1stPerson","Present","i had one playlist for a song",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC2: and Black Midi at number nine. 
JP: Oh yeah, Black Mitty, my- 
CG: That was a surprise. 
JP: That was my music geek choice. 
JC2: And that was the one album on your list I think that nobody wrote about. 
JP: I had one playlist for a song- 
JC2: <<okay>> 
JP: -and probably should have written about the album. The album is this really naughty with a K. I mean, the songs are post-punk jazz rock. 

","JC2",93.85734554,1102.57,1102.81,240
"Popcast4",48,"annSP","okay","Phatic","1stPerson","Present","pc music feels like commentary to me kim petras feels like a dutiful student with",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC1: and that I don't explicitly get from PC music -- PC music feels like commentary to me. Kim Petras feels like a dutiful student, with- 
JC2: <<okay>> so you don't think it's commentary. 
JC1: I don't. Now, Kim Petras works with the Doctor Luke team, depending who you ask, and what answer you get, 

","JC2",NA,775.005,775.235,230
"Popcast4",62,"annSP","yeah","Phatic","1stPerson","Present",NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JC1: have not been as strong. 
CG: He's kicking dirt on Puth. 
JC1: First of all, maybe some of y'all need to get on Steven Puth. That's all I'm saying. 
JC2: {LG} 
CG: I was waiting when that was happen- 
JC1: Yeah. Some of y'all need to get on that. Um, <<yeah>> the -- the -- the subsequent Puth stuff has not been as good. 
JC2: He's not on your list this year. 
JC1: None of those singles were on my list. There was a loucheness, and I think he -- I 

","JC1",222.9345889,933.1,933.37,270
"Popcast4",76,"annSP","no","ContentDisagreement","1stPerson","Present","they're just like a regular band like they're not like a nine piece or something",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"no","JP: jazz rock. It is still a guitar band, but it's going in all these wacky directions. 
JC1: They're just like a regular band, like they're not like a nine piece or something? 
JP: No, <<no>> they're not like a nine piece. {LG} They just didn't- 
JC2: Know Bon Iver. That's a nine piece. 
JC1: Yeah, yeah. 
JP: So they're like a standard rock band lineup doing every genre you can think of, live, 

","JP",201.0500739,1120.995,1121.254,259
"Popcast4",77,"annSP","yeah","ContentAgreement","1stPerson","Present","know bon iver that's a nine piece",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","JP: but it's going in all these wacky directions. 
JC1: They're just like a regular band, like they're not like a nine piece or something? 
JP: No, no, they're not like a nine piece. {LG} They just didn't- 
JC2: Know Bon Iver. That's a nine piece. 
JC1: <<yeah>> yeah. 
JP: So they're like a standard rock band lineup doing every genre you can think of, live, real time, dystopian, weird, nasty, 

","JC1",244.8143545,1124.694,1124.934,240
"Popcast4",63,"annSP","s not true","ContentDisagreement","1stPerson","Present","none of those singles were on my list there was a loucheness and i think he  i think  look i'm not one to speculate",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"true","JC2: year. 
JC1: None of those singles were on my list. There was a loucheness, and I think he -- I think -- look, I'm not one to speculate. Actually, that's not <<true>> I am. 
JP: {LG} 
JC1: Sometime after the release of the last album and the release of the songs, Charlie Puth became sentient 

","JC1",109.9846212,947.145,947.335,190
"Popcast4",4,"annSP","okay","BehaviorAgreement",NA,NA,"jon caramanica brittany howard jon caramanica santana",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC1: think. 
JC2: I want, actually, Caramanica to talk about the rest of J P's list, and vice versa. 
JC1: {LG} 
CG: {LG} 
JC2: Jon Caramanica, Brittany Howard, Jon Caramanica, Santana- 
JC1: <<okay>> I have- 
JC2: -Jon Caramanica, Sudan Archives, go. 
CG: {LG} 
JC1: Okay, uh -- the Brittany Howard record felt skeletal to me in a way that I just couldn't find an entry point 

","JC1",144.1570827,134.9485523,135.079,130.4476663
"Popcast4",10,"annSP","wait","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wait","CG: rebuttal? {LG} 
JP: {LG} Point, counter point. 
JC1: Take -- take me down, take me down. 
JC2: {NI} 
JC1: {LG} 
CG: {LG} 
JC2: Wait a minute, <<wait>> a minute! Wait, did you just cast yourself in a certain role there? 
JC1: I just -- no, I'm worried you did. 
CG: Waldorf and Statler is more- {LG} 
JC2: There we go. That's better, Caryn. 
JP: Okay, so- 
JC1: R I 

","JC2",250.4260973,189.141374,189.8239315,682.5575307
"Popcast4",38,"annSP","yeah","Answer","1stPerson","Present","do you think that they're both worthy of the spot or do you include them together",FALSE,"None",FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yeah","CG: without doubling up? 
JC1: You mean, would I just make them three and four- 
CG: Yeah. 
JC1: -or would I somehow like make them three and nine. 
CG: Do you think that they're both worthy of the spot or do you include them together- 
JC1: Yeah <<yeah>> 
CG: -because they're thematically similar? 
JC1: Both. I wouldn't -- if -- if -- if the Polo G record was like materially worse than the YoungBoy record, I wouldn't do it. I would space 

","JC1",171.4656299,648.493666,648.7063112,212.6452596
"Popcast4",39,"annSP","yes","BehaviorAgreement","1stPerson","Present",NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"yes","JC1: like I'd rather tell the story, the bigger picture story by putting them as a unit. 
CG: You're fortunate you work with such a flexible editor who permits such- 
JC1: I often think that. 
CG: <<yes>> 
JC2: Do you want to do a minute on Kim Petras? I've been a little surprised by your continued support of this album this year. 
JC1: Yeah, uh w- -- because why? 
JC2: Uh- 
CG: Uh- 
JC2: There's a thing- 

","CG",166.0937078,687.495,687.735,240
"Popcast4",11,"annSP","wait","NotParticle",NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"wait","JP: {LG} Point, counter point. 
JC1: Take -- take me down, take me down. 
JC2: {NI} 
JC1: {LG} 
CG: {LG} 
JC2: Wait a minute, wait a minute! <<wait>> did you just cast yourself in a certain role there? 
JC1: I just -- no, I'm worried you did. 
CG: Waldorf and Statler is more- {LG} 
JC2: There we go. That's better, Caryn. 
JP: Okay, so- 
JC1: R I P {NI}. 

","JC2",138.8167976,190.1961864,190.355,158.8135521
"Popcast4",5,"annSP","okay",NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,"okay","JC2: list, and vice versa. 
JC1: {LG} 
CG: {LG} 
JC2: Jon Caramanica, Brittany Howard, Jon Caramanica, Santana- 
JC1: Okay, I have- 
JC2: -Jon Caramanica, Sudan Archives, go. 
CG: {LG} 
JC1: <<okay>> uh -- the Brittany Howard record felt skeletal to me in a way that I just couldn't find an entry point into it. Alabama Shakes, to me, was always a group 

","JC1",NA,137.9689822,138.3671554,398.1732346
